iter,RSS
702,4.30138e-05
703,4.24961e-05
704,4.19826e-05
705,4.14732e-05
706,4.09679e-05
707,4.04667e-05
708,3.99695e-05
709,3.94765e-05
710,3.89876e-05
711,3.85028e-05
712,3.8022e-05
713,3.75454e-05
714,3.70727e-05
715,3.66042e-05
716,3.61397e-05
717,3.56792e-05
718,3.52228e-05
719,3.47704e-05
720,3.4322e-05
721,3.38776e-05
722,3.34373e-05
723,3.30009e-05
724,3.25685e-05
725,3.214e-05
726,3.17155e-05
727,3.1295e-05
728,3.08784e-05
729,3.04657e-05
730,3.00569e-05
731,2.9652e-05
732,2.9251e-05
733,2.88539e-05
734,2.84606e-05
735,2.80712e-05
736,2.76856e-05
737,2.73038e-05
738,2.69259e-05
739,2.65517e-05
740,2.61812e-05
741,2.58146e-05
742,2.54516e-05
743,2.50924e-05
744,2.47369e-05
745,2.43851e-05
746,2.4037e-05
747,2.36925e-05
748,2.33516e-05
749,2.30144e-05
750,2.26808e-05
751,2.23508e-05
752,2.20243e-05
753,2.17014e-05
754,2.1382e-05
755,2.10661e-05
756,2.07537e-05
757,2.04448e-05
758,2.01394e-05
759,1.98374e-05
760,1.95388e-05
761,1.92435e-05
762,1.89517e-05
763,1.86632e-05
764,1.83781e-05
765,1.80962e-05
766,1.78177e-05
767,1.75424e-05
768,1.72704e-05
769,1.70016e-05
770,1.6736e-05
771,1.64736e-05
772,1.62144e-05
773,1.59583e-05
774,1.57053e-05
775,1.54555e-05
776,1.52087e-05
777,1.4965e-05
778,1.47243e-05
779,1.44866e-05
780,1.42519e-05
781,1.40201e-05
782,1.37914e-05
783,1.35655e-05
784,1.33425e-05
785,1.31224e-05
786,1.29052e-05
787,1.26908e-05
788,1.24792e-05
789,1.22704e-05
790,1.20643e-05
791,1.1861e-05
792,1.16604e-05
793,1.14625e-05
794,1.12672e-05
795,1.10747e-05
796,1.08847e-05
797,1.06973e-05
798,1.05125e-05
799,1.03303e-05
800,1.01506e-05
801,9.9734e-06
802,9.79869e-06
803,9.62644e-06
804,9.45663e-06
805,9.28923e-06
806,9.12423e-06
807,8.9616e-06
808,8.80132e-06
809,8.64336e-06
810,8.4877e-06
811,8.33432e-06
812,8.18319e-06
813,8.0343e-06
814,7.88762e-06
815,7.74312e-06
816,7.60079e-06
817,7.4606e-06
818,7.32253e-06
819,7.18656e-06
820,7.05266e-06
821,6.92081e-06
822,6.791e-06
823,6.66319e-06
824,6.53737e-06
825,6.41351e-06
826,6.29159e-06
827,6.1716e-06
828,6.0535e-06
829,5.93728e-06
830,5.82291e-06
831,5.71038e-06
832,5.59966e-06
833,5.49073e-06
834,5.38357e-06
835,5.27815e-06
836,5.17447e-06
837,5.07249e-06
838,4.9722e-06
839,4.87357e-06
840,4.77659e-06
841,4.68123e-06
842,4.58748e-06
843,4.49531e-06
844,4.4047e-06
845,4.31564e-06
846,4.2281e-06
847,4.14206e-06
848,4.05751e-06
849,3.97443e-06
850,3.89279e-06
851,3.81258e-06
852,3.73377e-06
853,3.65635e-06
854,3.5803e-06
855,3.50561e-06
856,3.43224e-06
857,3.36019e-06
858,3.28944e-06
859,3.21996e-06
860,3.15175e-06
861,3.08477e-06
862,3.01902e-06
863,2.95448e-06
864,2.89112e-06
865,2.82894e-06
866,2.76791e-06
867,2.70802e-06
868,2.64925e-06
869,2.59159e-06
870,2.53501e-06
871,2.47951e-06
872,2.42506e-06
873,2.37165e-06
874,2.31927e-06
875,2.26789e-06
876,2.2175e-06
877,2.1681e-06
878,2.11965e-06
879,2.07215e-06
880,2.02558e-06
881,1.97992e-06
882,1.93517e-06
883,1.89131e-06
884,1.84832e-06
885,1.80619e-06
886,1.7649e-06
887,1.72444e-06
888,1.68481e-06
889,1.64597e-06
890,1.60792e-06
891,1.57066e-06
892,1.53415e-06
893,1.4984e-06
894,1.46338e-06
895,1.42909e-06
896,1.39551e-06
897,1.36264e-06
898,1.33045e-06
899,1.29893e-06
900,1.26809e-06
901,1.23789e-06
902,1.20833e-06
903,1.17941e-06
904,1.1511e-06
905,1.1234e-06
906,1.0963e-06
907,1.06978e-06
908,1.04383e-06
909,1.01845e-06
910,9.93624e-07
911,9.6934e-07
912,9.45589e-07
913,9.22361e-07
914,8.99647e-07
915,8.77436e-07
916,8.55719e-07
917,8.34487e-07
918,8.1373e-07
919,7.93439e-07
920,7.73605e-07
921,7.54219e-07
922,7.35273e-07
923,7.16758e-07
924,6.98665e-07
925,6.80986e-07
926,6.63713e-07
927,6.46838e-07
928,6.30352e-07
929,6.14249e-07
930,5.98519e-07
931,5.83157e-07
932,5.68153e-07
933,5.53501e-07
934,5.39194e-07
935,5.25224e-07
936,5.11585e-07
937,4.98269e-07
938,4.8527e-07
939,4.72581e-07
940,4.60196e-07
941,4.48109e-07
942,4.36312e-07
943,4.248e-07
944,4.13567e-07
945,4.02606e-07
946,3.91912e-07
947,3.8148e-07
948,3.71303e-07
949,3.61375e-07
950,3.51692e-07
951,3.42248e-07
952,3.33038e-07
953,3.24056e-07
954,3.15298e-07
955,3.06759e-07
956,2.98433e-07
957,2.90316e-07
958,2.82403e-07
959,2.74689e-07
960,2.67171e-07
961,2.59843e-07
962,2.52702e-07
963,2.45742e-07
964,2.3896e-07
965,2.32352e-07
966,2.25914e-07
967,2.19641e-07
968,2.13531e-07
969,2.07578e-07
970,2.0178e-07
971,1.96132e-07
972,1.90632e-07
973,1.85276e-07
974,1.80059e-07
975,1.7498e-07
976,1.70034e-07
977,1.65219e-07
978,1.60532e-07
979,1.55968e-07
980,1.51526e-07
981,1.47202e-07
982,1.42993e-07
983,1.38898e-07
984,1.34912e-07
985,1.31033e-07
986,1.27258e-07
987,1.23586e-07
988,1.20013e-07
989,1.16537e-07
990,1.13155e-07
991,1.09866e-07
992,1.06667e-07
993,1.03555e-07
994,1.00528e-07
995,9.75846e-08
996,9.47223e-08
997,9.19391e-08
998,8.92329e-08
999,8.66017e-08
1000,8.40436e-08
1001,8.15569e-08
1002,7.91395e-08
1003,7.67897e-08
1004,7.45058e-08
1005,7.2286e-08
1006,7.01287e-08
1007,6.80322e-08
1008,6.5995e-08
1009,6.40155e-08
1010,6.20922e-08
1011,6.02235e-08
1012,5.84081e-08
1013,5.66445e-08
1014,5.49313e-08
1015,5.32673e-08
1016,5.1651e-08
1017,5.00813e-08
1018,4.85568e-08
1019,4.70763e-08
1020,4.56387e-08
1021,4.42428e-08
1022,4.28874e-08
1023,4.15715e-08
1024,4.0294e-08
1025,3.90538e-08
1026,3.78498e-08
1027,3.66813e-08
1028,3.5547e-08
1029,3.44461e-08
1030,3.33777e-08
1031,3.23409e-08
1032,3.13348e-08
1033,3.03584e-08
1034,2.94111e-08
1035,2.8492e-08
1036,2.76003e-08
1037,2.67352e-08
1038,2.5896e-08
1039,2.5082e-08
1040,2.42924e-08
1041,2.35265e-08
1042,2.27837e-08
1043,2.20634e-08
1044,2.13648e-08
1045,2.06873e-08
1046,2.00304e-08
1047,1.93935e-08
1048,1.8776e-08
1049,1.81773e-08
1050,1.75968e-08
1051,1.70342e-08
1052,1.64887e-08
1053,1.596e-08
1054,1.54476e-08
1055,1.49509e-08
1056,1.44696e-08
1057,1.40031e-08
1058,1.3551e-08
1059,1.3113e-08
1060,1.26886e-08
1061,1.22773e-08
1062,1.18789e-08
1063,1.14928e-08
1064,1.11189e-08
1065,1.07566e-08
1066,1.04057e-08
1067,1.00658e-08
1068,9.73655e-09
